,brainid,raw_somaxyz,swc42k_raw_somaxyz,swc42k_raw_somaxyz_dist,swc1891_swcfile,swc1891_raw_somaxyz,swc1891_raw_somaxyz_dist,raw_somaregion,regi_somaxyz,swc42k_regi_somaxyz,regi_somaregion_n671_u32,regi_somaregion,regi_somaregion_n671_u32_check,regi_somaregion_check,swc1891_42kfile
55462,18864,"[5338.004, 6872.612, 3766.071]","[5338.0, 6872.62, 3766.08]",0.0126885775403107,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_3772_x5344_y6871.swc,[5337.664 6873.472 3766.784],1.1677195725000975,,"[192.157, 96.691, 103.006]","[191.947, 96.722, 102.871]",950,SSp-m4,950,SSp-m4,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2669_Y_3436.31_Z_1883.04.v3dpbd.swc
55463,18864,"[4994.478, 5000.694, 4494.065]","[4994.48, 5000.7, 4494.06]",0.0080622577472336,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00111.swc,[4992.498 4997.564 4498.513],5.788091568039106,,"[220.287, 79.827, 78.585]","[220.095, 79.851, 78.475]",838,SSp-n2/3,838,SSp-n2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2497.24_Y_2500.35_Z_2247.03.v3dpbd.swc
55464,18864,"[4902.768, 5787.794, 4592.423]","[4902.76, 5787.8, 4592.42]",0.0104403065088596,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00108.swc,[4898.169 5772.292 4593.066],16.182591078068615,,"[224.674, 75.379, 93.28]","[224.482, 75.392, 93.178]",838,SSp-n2/3,838,SSp-n2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2451.38_Y_2893.9_Z_2296.21.v3dpbd.swc
55465,18864,"[4782.721, 6158.575, 5177.773]","[4782.72, 6158.58, 5177.78]",0.0086602540375083,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00015.swc,[4783.104 6151.104 5176.752],7.550163640610266,,"[249.91899999999998, 63.101, 101.442]","[249.72899999999998, 63.1, 101.37]",1047,SSp-bfd4,1047,SSp-bfd4,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2391.36_Y_3079.29_Z_2588.89.v3dpbd.swc
55467,18864,"[6372.111, 4939.955, 4378.676]","[6372.12, 4939.96, 4378.68]",0.0110453610172142,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_4380_x6371_y4940.swc,[6376.448 4942.016 4381.92 ],5.794896547825558,,"[221.076, 103.177, 79.259]","[220.89, 103.208, 79.136]",654,SSp-n4,654,SSp-n4,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_3186.06_Y_2469.98_Z_2189.34.v3dpbd.swc
55469,18864,"[3914.147, 7600.892, 4009.18]","[3914.14, 7600.9, 4009.18]",0.010630145812633,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00065.swc,[3915. 7601. 4009.],0.8784492017186256,,"[195.668, 66.706, 116.473]","[195.471, 66.715, 116.356]",854,SSp-ul2/3,854,SSp-ul2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1957.07_Y_3800.45_Z_2004.59.v3dpbd.swc
55474,18864,"[4104.537, 7966.703, 4303.633]","[4104.54, 7966.7, 4303.64]",0.0081853527724289,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00021.swc,[4095.872 7977.92  4307.008],14.570310188873783,,"[209.416, 64.633, 125.581]","[209.221, 64.63, 125.476]",854,SSp-ul2/3,854,SSp-ul2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2052.27_Y_3983.35_Z_2151.82.v3dpbd.swc
55475,18864,"[4358.568, 8257.577, 4404.542]","[4358.56, 8257.58, 4404.54]",0.0087749643875214,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_4420_x4377_y8261.swc,[4368.064 8262.784 4402.912],10.951884084485448,,"[215.37, 67.351, 131.248]","[215.173, 67.34, 131.148]",577,SSp-ul4,577,SSp-ul4,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2179.28_Y_4128.79_Z_2202.27.v3dpbd.swc
55476,18864,"[4115.473, 6960.302, 4865.326]","[4115.48, 6960.3, 4865.32]",0.0094339811318576,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00023.swc,[4115.008 6961.024 4864.   ],1.5798053677593165,,"[233.871, 56.337, 113.723]","[233.671, 56.332, 113.642]",182305697,SSp-un2/3,182305697,SSp-un2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2057.74_Y_3480.15_Z_2432.66.v3dpbd.swc
55478,18864,"[3747.351, 7794.162, 5033.46]","[3747.36, 7794.16, 5033.46]",0.0092195444573954,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00025.swc,[3753.024 7803.008 5032.992],10.51920477032315,,"[240.00400000000002, 47.244, 126.11]","[239.8, 47.231, 126.043]",854,SSp-ul2/3,854,SSp-ul2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1873.68_Y_3897.08_Z_2516.73.v3dpbd.swc
55479,18864,"[8588.623, 7492.471, 2477.752]","[8588.62, 7492.48, 2477.76]",0.0124096736458806,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00026.swc,[8589. 7491. 2474.],4.047650429570052,,"[134.557, 171.989, 107.561]","[134.27, 172.03, 107.433]",328,AId2/3,328,AId2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_4294.31_Y_3746.24_Z_1238.88.v3dpbd.swc
55484,18864,"[9922.875, 4324.313, 3418.632]","[9922.88, 4324.32, 3418.64]",0.0117473401237671,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00029.swc,[9931.008 4318.976 3423.008],10.6667068020078,,"[186.72, 175.052, 70.907]","[186.581, 175.059, 70.776]",148,GU4,148,GU4,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_4961.44_Y_2162.16_Z_1709.32.v3dpbd.swc
55485,18864,"[7945.927, 3088.306, 4420.314]","[7945.92, 3088.3, 4420.32]",0.0109999999993471,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_4429_x7945_y3080.swc,[7947.328 3081.152 4419.536],7.331289177218591,,"[225.954, 126.045, 52.885]","[225.772, 126.085, 52.771]",806,SSs2/3,806,SSs2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_3972.96_Y_1544.15_Z_2210.16.v3dpbd.swc
55493,18864,"[9380.148, 2235.914, 4559.107]","[9380.14, 2235.92, 4559.1]",0.0122065556153146,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_4554_x9386_y2232.swc,[9383.232 2236.416 4561.264],3.7968024705013543,,"[233.695, 144.264, 43.835]","[233.502, 144.306, 43.722]",806,SSs2/3,806,SSs2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_4690.07_Y_1117.96_Z_2279.55.v3dpbd.swc
55494,18864,"[9451.005, 2351.769, 4788.475]","[9451.0, 2351.76, 4788.48]",0.0114455231412141,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_4797_x9453_y2359.swc,[9460.928 2349.056 4789.568],10.345092894701905,,"[244.30200000000002, 139.734, 47.581]","[244.10399999999998, 139.772, 47.476]",806,SSs2/3,806,SSs2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_4725.5_Y_1175.88_Z_2394.24.v3dpbd.swc
55495,18864,"[10469.957, 3155.618, 3733.353]","[10469.96, 3155.62, 3733.36]",0.0078740078735946,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00225.swc,[10468.783  3158.387  3733.085],3.019513371390064,,"[200.723, 177.552, 56.354]","[200.51, 177.59, 56.225]",1106,VISC2/3,1106,VISC2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_5234.98_Y_1577.81_Z_1866.68.v3dpbd.swc
55496,18864,"[10903.922, 2101.616, 4687.936]","[10903.92, 2101.62, 4687.94]",0.0060000000000097,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_4693_x10912_y2095.swc,[10906.688  2101.056  4691.216],4.326980009198349,,"[243.361, 164.672, 47.477]","[243.233, 164.664, 47.397]",1035,SSs4,1035,SSs4,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_5451.96_Y_1050.81_Z_2343.97.v3dpbd.swc
55501,18864,"[7644.041, 5002.13, 3388.252]","[7644.04, 5002.12, 3388.26]",0.0128452325790163,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00040.swc,[7644.096 5001.984 3391.008],2.7604124691790304,,"[180.6, 142.998, 73.912]","[180.374, 143.04, 73.784]",657,SSp-m2/3,657,SSp-m2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_3822.02_Y_2501.06_Z_1694.13.v3dpbd.swc
55504,18864,"[8967.317, 4708.741, 3233.418]","[8967.32, 4708.74, 3233.42]",0.0037416573872931,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00043.swc,[8977.024 4713.024 3238.   ],11.557017867945364,,"[175.469, 165.49, 71.964]","[175.231, 165.531, 71.833]",806,SSs2/3,806,SSs2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_4483.66_Y_2354.37_Z_1616.71.v3dpbd.swc
55505,18864,"[3332.657, 11089.706, 2429.227]","[3332.66, 11089.7, 2429.22]",0.0096953597144157,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00025.swc,[ 3341.371 11097.103  2429.569],11.435312370022285,,"[117.958, 88.043, 149.015]","[117.80099999999999, 88.062, 148.938]",962,MOs2/3,962,MOs2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1666.33_Y_5544.85_Z_1214.61.v3dpbd.swc
55506,18864,"[3015.723, 12132.441, 2047.537]","[3015.72, 12132.44, 2047.54]",0.0043588989436462,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_2047_x3016_y12128.swc,[ 3015.36  12138.432  2048.704],6.114387867971743,,"[95.51, 91.573, 163.503]","[95.455, 91.522, 163.453]",962,MOs2/3,962,MOs2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1507.86_Y_6066.22_Z_1023.77.v3dpbd.swc
55511,18864,"[3415.606, 12754.483, 1924.848]","[3415.6, 12754.48, 1924.848]",0.0067082039330525,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_1917_x3417_y12763.swc,[ 3415.552 12756.992  1924.864],2.5096320447428315,,"[90.943, 100.935, 172.821]","[90.745, 100.947, 172.743]",962,MOs2/3,962,MOs2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1707.8_Y_6377.24_Z_962.424.v3dpbd.swc
55516,18864,"[6380.547, 16445.572, 1975.219]","[6380.54, 16445.58, 1975.218]",0.0106770782529926,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00057.swc,[ 6381.556 16443.334  1973.   ],3.309182074169627,,"[111.031, 141.841, 221.956]","[110.827, 141.849, 221.909]",582,ORBm2/3,582,ORBm2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_3190.27_Y_8222.79_Z_987.609.v3dpbd.swc
55519,18864,"[3290.062, 8860.296, 5063.576]","[3290.06, 8860.3, 5063.58]",0.0059999999992517,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00018.swc,[3293.974 8862.346 5061.329],4.955325720878538,,"[239.05599999999998, 39.074, 139.882]","[238.91199999999998, 39.057, 139.822]",113,SSp-ll2/3,113,SSp-ll2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1645.03_Y_4430.15_Z_2531.79.v3dpbd.swc
55521,18864,"[3839.482, 9719.976, 2895.214]","[3839.48, 9719.98, 2895.22]",0.0074833147728847,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00062.swc,[3838.302 9729.026 2901.004],10.808283860076308,,"[144.511, 85.755, 133.107]","[144.45, 85.686, 133.029]",943,MOp2/3,943,MOp2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1919.74_Y_4859.99_Z_1447.61.v3dpbd.swc
55522,18864,"[4048.378, 9602.38, 3303.061]","[4048.38, 9602.38, 3303.06]",0.0022360679775485,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00074.swc,[4054.409 9604.636 3306.023],7.087731724607305,,"[166.488, 80.239, 137.144]","[166.262, 80.262, 137.02]",943,MOp2/3,943,MOp2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2024.19_Y_4801.19_Z_1651.53.v3dpbd.swc
55524,18864,"[3446.804, 10291.234, 3322.909]","[3446.8, 10291.24, 3322.9]",0.0115325625943389,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00036.swc,[ 3448. 10294.  3324.],3.204910763187872,,"[163.833, 68.938, 146.202]","[163.616, 68.958, 146.093]",943,MOp2/3,943,MOp2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1723.4_Y_5145.62_Z_1661.45.v3dpbd.swc
55529,18864,"[3480.424, 11123.507, 3451.998]","[3480.42, 11123.5, 3452.0]",0.00830662386253,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00038.swc,[ 3469.737 11115.606  3458.39 ],14.747726401042062,,"[170.49, 66.216, 158.836]","[170.284, 66.225, 158.74]",943,MOp2/3,943,MOp2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1740.21_Y_5561.75_Z_1726.v3dpbd.swc
55530,18864,"[3808.903, 11110.754, 3834.099]","[3808.9, 11110.76, 3834.1]",0.0067823299824284,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00059.swc,[ 3804.026 11109.239  3833.988],5.108098961453601,,"[189.03, 65.422, 162.697]","[188.909, 65.367, 162.62]",943,MOp2/3,943,MOp2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1904.45_Y_5555.38_Z_1917.05.v3dpbd.swc
55536,18864,"[3416.369, 10455.407, 3964.782]","[3416.36, 10455.4, 3964.78]",0.0115758369025557,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00286.swc,[ 3400.791 10452.299  3962.667],16.025198064298298,,"[191.09, 56.897, 154.699]","[190.895, 56.889, 154.606]",943,MOp2/3,943,MOp2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1708.18_Y_5227.7_Z_1982.39.v3dpbd.swc
55537,18864,"[4195.989, 9331.73, 4743.955]","[4195.98, 9331.74, 4743.96]",0.0143527000946065,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00084.swc,[4193. 9329. 4745.],4.180794900493834,,"[229.645, 60.765, 147.904]","[229.512, 60.695, 147.833]",1128,SSp-ll5,1128,SSp-ll5,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2097.99_Y_4665.87_Z_2371.98.v3dpbd.swc
55538,18864,"[2478.276, 15202.396, 3236.434]","[2478.28, 15202.4, 3236.44]",0.0082462112508197,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_3248_x2473_y15212.swc,[ 2480.32  15199.296  3244.128],8.543159368758314,,"[153.913, 54.498, 206.856]","[153.727, 54.505, 206.807]",962,MOs2/3,962,MOs2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1239.14_Y_7601.2_Z_1618.22.v3dpbd.swc
55539,18864,"[2374.963, 13740.455, 3496.08]","[2374.96, 13740.46, 3496.08]",0.0058309518942394,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_3494_x2380_y13749.swc,[ 2376.256 13745.28   3501.104],7.084705357317623,,"[163.858, 47.016, 189.702]","[163.672, 47.016, 189.632]",656,MOs1,656,MOs1,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1187.48_Y_6870.23_Z_1748.04.v3dpbd.swc
55540,18864,"[3318.234, 13561.372, 4121.038]","[3318.24, 13561.38, 4121.04]",0.0101980390270336,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_4120_x3320_y13563.swc,[ 3322.88  13565.376  4120.24 ],6.1849928051702605,,"[195.427, 52.55, 191.687]","[195.296, 52.535, 191.637]",767,MOs5,767,MOs5,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1659.12_Y_6780.69_Z_2060.52.v3dpbd.swc
55541,18864,"[3354.908, 13744.872, 4151.463]","[3354.9, 13744.88, 4151.46]",0.0117046999103845,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_4157_x3358_y13741.swc,[ 3364.608 13740.8    4155.728],11.351713923457066,,"[196.763, 52.704, 193.853]","[196.654, 52.686, 193.797]",767,MOs5,767,MOs5,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_1677.45_Y_6872.44_Z_2075.73.v3dpbd.swc
55564,18864,"[6358.193, 3998.949, 6156.766]","[6358.2, 3998.94, 6156.76]",0.0128840987262439,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00163.swc,[6355.342 4000.492 6156.189],3.292716052137326,,"[300.049, 75.052, 62.816]","[299.824, 75.047, 62.76]",806,SSs2/3,806,SSs2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_3179.1_Y_1999.47_Z_3078.38.v3dpbd.swc
55570,18864,"[5983.641, 4644.552, 6398.607]","[5983.64, 4644.56, 6398.6]",0.0106770782522473,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/pre_18864_00147.swc,[5986.693 4644.573 6399.067],3.08654256410043,,"[311.175, 62.843, 73.959]","[310.945, 62.854, 73.892]",201,SSp-bfd2/3,201,SSp-bfd2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2991.82_Y_2322.28_Z_3199.3.v3dpbd.swc
55572,18864,"[4382.645, 7048.76, 6313.861]","[4382.64, 7048.76, 6313.86]",0.0050990195137397,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_6321_x4387_y7047.swc,[4387.072 7047.168 6321.312],8.811934747829177,,"[304.329, 36.25, 111.34]","[304.108, 36.236, 111.295]",312782608,VISrl2/3,312782608,VISrl2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2191.32_Y_3524.38_Z_3156.93.v3dpbd.swc
55574,18864,"[4724.729, 7841.548, 6103.259]","[4724.72, 7841.54, 6103.26]",0.012083045973497,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00114.swc,[4723.968 7846.976 6108.   ],7.247026010716343,,"[295.646, 47.676, 123.598]","[295.421, 47.667, 123.569]",312782616,VISrl5,312782616,VISrl5,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_2362.36_Y_3920.77_Z_3051.63.v3dpbd.swc
55577,18864,"[6336.348, 4681.828, 6798.422]","[6336.34, 4681.82, 6798.42]",0.0114891252933585,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_6805_x6340_y4681.swc,[6341.248 4678.656 6800.496],6.194599260646459,,"[335.023, 62.661, 74.423]","[334.79, 62.653, 74.362]",905,VISal2/3,905,VISal2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_3168.17_Y_2340.91_Z_3399.21.v3dpbd.swc
55578,18864,"[6480.261, 5132.969, 7078.921]","[6480.26, 5132.96, 7078.92]",0.0091104335792033,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00117.swc,[6476.416 5135.68  7078.   ],4.793932310744883,,"[350.294, 61.344, 80.912]","[350.072, 61.313, 80.868]",973,VISl2/3,973,VISl2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_3240.13_Y_2566.48_Z_3539.46.v3dpbd.swc
55580,18864,"[6281.85, 6362.402, 7517.433]","[6281.86, 6362.4, 7517.44]",0.0123693168761376,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18864/18864_00119.swc,[6276.992 6366.976 7516.992],6.687011365325918,,"[371.24, 54.238, 97.779]","[371.027, 54.177, 97.747]",821,VISp2/3,821,VISp2/3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18864/Img_X_3140.93_Y_3181.2_Z_3758.72.v3dpbd.swc
